epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2238806039094925,1.6908973455429077,1e-04,0.1805555522441864,1.6138896942138672
1,0.30447760224342346,1.557325005531311,1e-04,0.25,1.6081852912902832
2,0.28656715154647827,1.5322471857070923,1e-04,0.3194444477558136,1.5992381572723389
3,0.2985074520111084,1.4705168008804321,1e-04,0.2638888955116272,1.5869892835617065
4,0.3343283534049988,1.4377195835113525,1e-04,0.2777777910232544,1.5752580165863037
5,0.34328359365463257,1.4538639783859253,1e-04,0.2777777910232544,1.564367651939392
6,0.3850746154785156,1.3922293186187744,1e-04,0.2777777910232544,1.5542024374008179
7,0.3850746154785156,1.396898865699768,1e-04,0.2638888955116272,1.540745496749878
8,0.35223880410194397,1.3829798698425293,1e-04,0.3888888955116272,1.5293800830841064
9,0.37910446524620056,1.4221255779266357,1e-04,0.4027777910232544,1.5188852548599243
10,0.3820895552635193,1.3972574472427368,1e-04,0.3472222089767456,1.5096603631973267
11,0.4089552164077759,1.3526688814163208,1e-04,0.375,1.499895453453064
12,0.40597015619277954,1.3698272705078125,1e-04,0.375,1.4973150491714478
13,0.4089552164077759,1.3589224815368652,1e-04,0.3472222089767456,1.4879753589630127
14,0.38805970549583435,1.3261635303497314,1e-04,0.3611111044883728,1.4814929962158203
15,0.4119403064250946,1.332948923110962,1e-04,0.3611111044883728,1.4762617349624634
16,0.37014925479888916,1.371718168258667,1e-04,0.3472222089767456,1.4698482751846313
17,0.420895516872406,1.3188921213150024,1e-04,0.3472222089767456,1.4583320617675781
18,0.420895516872406,1.3141802549362183,1e-04,0.3333333432674408,1.4559097290039062
19,0.37014925479888916,1.3503446578979492,1e-04,0.3333333432674408,1.45308518409729
20,0.41492536664009094,1.3369721174240112,1e-04,0.3333333432674408,1.4385387897491455
21,0.39701491594314575,1.330220103263855,1e-04,0.3333333432674408,1.4297444820404053
22,0.4089552164077759,1.3149183988571167,1e-04,0.3472222089767456,1.4265555143356323
23,0.42686566710472107,1.3320621252059937,1e-04,0.3472222089767456,1.4192267656326294
24,0.3850746154785156,1.3194530010223389,1e-04,0.3472222089767456,1.4135432243347168
25,0.4089552164077759,1.3105545043945312,1e-04,0.3611111044883728,1.3993165493011475
26,0.4298507571220398,1.2927805185317993,1e-04,0.3472222089767456,1.3907155990600586
27,0.42686566710472107,1.2805259227752686,1e-04,0.3611111044883728,1.379727840423584
28,0.44477611780166626,1.2958135604858398,1e-04,0.3611111044883728,1.371600866317749
29,0.43283581733703613,1.2612310647964478,1e-04,0.3611111044883728,1.3647618293762207
30,0.40597015619277954,1.3314261436462402,1e-04,0.375,1.3574451208114624
31,0.41791045665740967,1.2903931140899658,1e-04,0.3611111044883728,1.3490560054779053
32,0.4029850661754608,1.2968093156814575,1e-04,0.3611111044883728,1.3369978666305542
33,0.4000000059604645,1.299273133277893,1e-04,0.3611111044883728,1.3192028999328613
34,0.43582090735435486,1.2835391759872437,1e-04,0.4027777910232544,1.304645299911499
35,0.41492536664009094,1.2689567804336548,1e-04,0.4166666567325592,1.297789454460144
36,0.41492536664009094,1.3028244972229004,1e-04,0.4166666567325592,1.2926158905029297
37,0.4298507571220398,1.2928993701934814,1e-04,0.4444444477558136,1.2800146341323853
38,0.3940298557281494,1.2879273891448975,1e-04,0.4861111044883728,1.2755639553070068
39,0.4567164182662964,1.2805536985397339,1e-04,0.4722222089767456,1.2756986618041992
40,0.41791045665740967,1.301894187927246,1e-04,0.4861111044883728,1.2642606496810913
41,0.43582090735435486,1.2622038125991821,1e-04,0.5277777910232544,1.254899501800537
42,0.4388059675693512,1.2597919702529907,1e-04,0.5138888955116272,1.252940058708191
43,0.43283581733703613,1.2697492837905884,1e-04,0.5,1.2562719583511353
44,0.42686566710472107,1.2861543893814087,1e-04,0.5138888955116272,1.2479126453399658
45,0.41492536664009094,1.3043948411941528,1e-04,0.5138888955116272,1.240013599395752
46,0.41791045665740967,1.2786728143692017,1e-04,0.5138888955116272,1.2365009784698486
47,0.3910447657108307,1.2798725366592407,1e-04,0.5138888955116272,1.23227858543396
48,0.4567164182662964,1.2710682153701782,1e-04,0.4861111044883728,1.2395371198654175
49,0.43582090735435486,1.2400524616241455,1e-04,0.5138888955116272,1.230229377746582
50,0.4000000059604645,1.2639892101287842,1e-04,0.5,1.2158126831054688
51,0.3940298557281494,1.2831454277038574,1e-04,0.5138888955116272,1.209628939628601
52,0.42686566710472107,1.2449449300765991,1e-04,0.5138888955116272,1.215470790863037
53,0.4597014784812927,1.2391314506530762,1e-04,0.5,1.211011290550232
54,0.43582090735435486,1.231888771057129,1e-04,0.5,1.2142424583435059
55,0.4597014784812927,1.239607334136963,1e-04,0.4861111044883728,1.211958408355713
56,0.4417910575866699,1.251522183418274,1e-04,0.5,1.220109462738037
57,0.4388059675693512,1.2637431621551514,1e-04,0.5,1.2040114402770996
58,0.4417910575866699,1.238710880279541,1e-04,0.5,1.192387342453003
59,0.47164177894592285,1.207009196281433,1e-04,0.5138888955116272,1.20175302028656
60,0.41492536664009094,1.2789250612258911,1e-04,0.5277777910232544,1.2085223197937012
61,0.4298507571220398,1.2065892219543457,1e-04,0.5,1.2049354314804077
62,0.43283581733703613,1.2350280284881592,1e-04,0.5138888955116272,1.1988993883132935
63,0.43283581733703613,1.2282882928848267,1e-04,0.5138888955116272,1.1991139650344849
64,0.43582090735435486,1.2173445224761963,1e-04,0.5416666865348816,1.2174911499023438
65,0.4567164182662964,1.2273008823394775,1e-04,0.5138888955116272,1.2155303955078125
66,0.43582090735435486,1.247725248336792,1e-04,0.5277777910232544,1.2015091180801392
67,0.4567164182662964,1.1965787410736084,1e-04,0.5277777910232544,1.2106165885925293
68,0.4298507571220398,1.2563459873199463,1e-04,0.5277777910232544,1.220404028892517
69,0.4417910575866699,1.2327755689620972,5e-05,0.5138888955116272,1.2185744047164917
70,0.4417910575866699,1.2028107643127441,5e-05,0.5138888955116272,1.218353033065796
71,0.43283581733703613,1.1886792182922363,5e-05,0.5138888955116272,1.2147212028503418
72,0.447761207818985,1.1901568174362183,5e-05,0.5277777910232544,1.2152236700057983
73,0.4656716287136078,1.1985892057418823,5e-05,0.5138888955116272,1.2160979509353638
74,0.49850746989250183,1.1842257976531982,5e-05,0.5138888955116272,1.215550184249878
75,0.4567164182662964,1.2317150831222534,5e-05,0.5138888955116272,1.2155898809432983
76,0.447761207818985,1.2197562456130981,5e-05,0.5138888955116272,1.225601315498352
77,0.42388060688972473,1.1880066394805908,5e-05,0.5138888955116272,1.2221735715866089
78,0.4388059675693512,1.201550006866455,5e-05,0.5138888955116272,1.2235698699951172
79,0.46268656849861145,1.2255260944366455,2.5e-05,0.5138888955116272,1.216073989868164
80,0.46268656849861145,1.1884976625442505,2.5e-05,0.5138888955116272,1.2184467315673828
81,0.4567164182662964,1.2175713777542114,2.5e-05,0.5277777910232544,1.2198996543884277
82,0.4298507571220398,1.2093456983566284,2.5e-05,0.5277777910232544,1.2162834405899048
83,0.45373135805130005,1.1968837976455688,2.5e-05,0.5277777910232544,1.2117209434509277
84,0.43283581733703613,1.2152000665664673,2.5e-05,0.5277777910232544,1.208312749862671
85,0.4417910575866699,1.2169376611709595,2.5e-05,0.5277777910232544,1.2075653076171875
86,0.42388060688972473,1.224118947982788,2.5e-05,0.5277777910232544,1.2118943929672241
87,0.47164177894592285,1.2111656665802002,2.5e-05,0.5277777910232544,1.2148042917251587
88,0.447761207818985,1.197451114654541,2.5e-05,0.5416666865348816,1.2130427360534668
