epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5120000243186951,0.0005000000237487257,0.4723026752471924,0.31343284249305725,0.4081554114818573
1,0.5920000076293945,0.0005000000237487257,0.37549805641174316,0.31343284249305725,0.5513873100280762
2,0.5943999886512756,0.0005000000237487257,0.3719811737537384,0.31343284249305725,0.4054287374019623
3,0.5920000076293945,0.0005000000237487257,0.3589754104614258,0.31343284249305725,0.508392333984375
4,0.6079999804496765,0.0005000000237487257,0.35140782594680786,0.31343284249305725,0.5542564988136292
5,0.5848000049591064,0.0005000000237487257,0.355414479970932,0.36567163467407227,0.3921144902706146
6,0.58160001039505,0.0005000000237487257,0.34648942947387695,0.31343284249305725,0.5534647107124329
7,0.6344000101089478,0.0005000000237487257,0.3400755226612091,0.46641790866851807,0.34139636158943176
8,0.6287999749183655,0.0005000000237487257,0.3300172686576843,0.4962686598300934,0.3368651866912842
9,0.6639999747276306,0.0005000000237487257,0.3218872547149658,0.34328359365463257,0.38085421919822693
10,0.6119999885559082,0.0005000000237487257,0.32505002617836,0.46641790866851807,0.39610663056373596
11,0.6503999829292297,0.0005000000237487257,0.316036194562912,0.7089552283287048,0.2946188747882843
12,0.6751999855041504,0.0005000000237487257,0.3123406171798706,0.5708954930305481,0.3167089521884918
13,0.6575999855995178,0.0005000000237487257,0.3074857294559479,0.41417911648750305,0.4445614814758301
14,0.6047999858856201,0.0005000000237487257,0.3003288209438324,0.4701492488384247,0.3081497550010681
15,0.6808000206947327,0.0005000000237487257,0.2938110828399658,0.60447758436203,0.3193196952342987
16,0.6312000155448914,0.0005000000237487257,0.29107117652893066,0.75,0.2652861773967743
17,0.6407999992370605,0.0005000000237487257,0.2839795649051666,0.6231343150138855,0.28079256415367126
18,0.6496000289916992,0.0005000000237487257,0.2793731689453125,0.7723880410194397,0.25963515043258667
19,0.7167999744415283,0.0005000000237487257,0.27213945984840393,0.7313432693481445,0.26425909996032715
20,0.6991999745368958,0.0005000000237487257,0.2719115614891052,0.6679104566574097,0.26519107818603516
21,0.7167999744415283,0.0005000000237487257,0.2629094421863556,0.5783582329750061,0.2836328148841858
22,0.7215999960899353,0.0005000000237487257,0.2584150433540344,0.6828358173370361,0.2569206953048706
23,0.7143999934196472,0.0005000000237487257,0.25797364115715027,0.7014925479888916,0.2468809187412262
24,0.7271999716758728,0.0005000000237487257,0.2499573528766632,0.6007462739944458,0.2464205026626587
25,0.6496000289916992,0.0005000000237487257,0.25202107429504395,0.7164179086685181,0.24679021537303925
26,0.7080000042915344,0.0005000000237487257,0.25258907675743103,0.5559701323509216,0.24898426234722137
27,0.699999988079071,0.0005000000237487257,0.24206213653087616,0.7425373196601868,0.23078784346580505
28,0.6959999799728394,0.0005000000237487257,0.23930007219314575,0.49253731966018677,0.2734519839286804
29,0.7039999961853027,0.0005000000237487257,0.23508134484291077,0.75,0.22168433666229248
30,0.7328000068664551,0.0005000000237487257,0.23126649856567383,0.7238805890083313,0.21442930400371552
31,0.6944000124931335,0.0005000000237487257,0.22983744740486145,0.5335820913314819,0.3810842037200928
32,0.7095999717712402,0.0005000000237487257,0.22240450978279114,0.7835820913314819,0.210489422082901
33,0.7111999988555908,0.0005000000237487257,0.22112566232681274,0.638059675693512,0.22393397986888885
34,0.6647999882698059,0.0005000000237487257,0.2226300835609436,0.7201492786407471,0.2172175496816635
35,0.753600001335144,0.0005000000237487257,0.21794943511486053,0.753731369972229,0.2055322378873825
36,0.7128000259399414,0.0005000000237487257,0.2149638682603836,0.7425373196601868,0.20976823568344116
37,0.7224000096321106,0.0005000000237487257,0.21664553880691528,0.6977611780166626,0.20581704378128052
38,0.7224000096321106,0.0005000000237487257,0.20884555578231812,0.7350746393203735,0.20271241664886475
39,0.7663999795913696,0.0005000000237487257,0.20802123844623566,0.7164179086685181,0.21790367364883423
40,0.7224000096321106,0.0005000000237487257,0.2102622538805008,0.7388059496879578,0.19413161277770996
41,0.746399998664856,0.0005000000237487257,0.2031206488609314,0.611940324306488,0.24564048647880554
42,0.7200000286102295,0.0005000000237487257,0.20428071916103363,0.746268630027771,0.20357468724250793
43,0.7671999931335449,0.0005000000237487257,0.2034342885017395,0.746268630027771,0.20465366542339325
44,0.7056000232696533,0.0005000000237487257,0.20791082084178925,0.7238805890083313,0.19399309158325195
45,0.7656000256538391,0.0005000000237487257,0.1974913775920868,0.75,0.2049538642168045
46,0.7623999714851379,0.0005000000237487257,0.19762983918190002,0.7686567306518555,0.1806664764881134
47,0.7728000283241272,0.0005000000237487257,0.19474315643310547,0.6753731369972229,0.21346940100193024
48,0.7559999823570251,0.0005000000237487257,0.1933227926492691,0.7350746393203735,0.19476012885570526
49,0.7152000069618225,0.0005000000237487257,0.2036125510931015,0.641791045665741,0.19392472505569458
50,0.7512000203132629,0.0005000000237487257,0.19267475605010986,0.7574626803398132,0.18105001747608185
51,0.7616000175476074,0.0005000000237487257,0.19280043244361877,0.6716417670249939,0.1855788230895996
52,0.7480000257492065,0.0005000000237487257,0.19523610174655914,0.6716417670249939,0.21813756227493286
53,0.7224000096321106,0.0005000000237487257,0.1888398677110672,0.7276119589805603,0.19612690806388855
54,0.7631999850273132,0.0005000000237487257,0.1888246238231659,0.7611940503120422,0.18213288486003876
55,0.7088000178337097,0.0005000000237487257,0.18698972463607788,0.7611940503120422,0.1814505159854889
56,0.7591999769210815,0.0005000000237487257,0.1894841343164444,0.7052238583564758,0.1825738549232483
57,0.7559999823570251,0.0002500000118743628,0.18732061982154846,0.7425373196601868,0.1822482794523239
58,0.7735999822616577,0.0002500000118743628,0.181066632270813,0.7313432693481445,0.181296706199646
59,0.7735999822616577,0.0002500000118743628,0.18253174424171448,0.7574626803398132,0.17834466695785522
60,0.7648000121116638,0.0002500000118743628,0.18047158420085907,0.7761194109916687,0.17258869111537933
61,0.7423999905586243,0.0002500000118743628,0.18026159703731537,0.7686567306518555,0.16735459864139557
62,0.7735999822616577,0.0002500000118743628,0.17518684267997742,0.7611940503120422,0.17500761151313782
63,0.7631999850273132,0.0002500000118743628,0.18147486448287964,0.7723880410194397,0.17315730452537537
64,0.7832000255584717,0.0002500000118743628,0.17853769659996033,0.6977611780166626,0.17315402626991272
65,0.7616000175476074,0.0002500000118743628,0.17955724895000458,0.7910447716712952,0.1677350103855133
66,0.7760000228881836,0.0002500000118743628,0.1776588410139084,0.6977611780166626,0.1777549535036087
67,0.7544000148773193,0.0002500000118743628,0.180467426776886,0.6679104566574097,0.21300680935382843
68,0.7343999743461609,0.0002500000118743628,0.1742468625307083,0.6902984976768494,0.18462269008159637
69,0.7336000204086304,0.0002500000118743628,0.17624762654304504,0.7798507213592529,0.17186583578586578
70,0.7608000040054321,0.0002500000118743628,0.1728305220603943,0.7723880410194397,0.16881562769412994
71,0.7911999821662903,0.0002500000118743628,0.17191678285598755,0.7611940503120422,0.16322791576385498
72,0.7487999796867371,0.0002500000118743628,0.17907999455928802,0.7388059496879578,0.16501733660697937
73,0.7423999905586243,0.0002500000118743628,0.17455026507377625,0.6940298676490784,0.17354127764701843
74,0.7760000228881836,0.0002500000118743628,0.17509695887565613,0.6940298676490784,0.17230434715747833
75,0.7671999931335449,0.0002500000118743628,0.1740950047969818,0.746268630027771,0.17210248112678528
76,0.7879999876022339,0.0002500000118743628,0.17505846917629242,0.7574626803398132,0.18065877258777618
77,0.7752000093460083,0.0002500000118743628,0.1745433211326599,0.5410447716712952,0.3200756907463074
78,0.7671999931335449,0.0002500000118743628,0.17304293811321259,0.746268630027771,0.16903503239154816
79,0.7663999795913696,0.0002500000118743628,0.1745579093694687,0.7425373196601868,0.1756877899169922
80,0.7639999985694885,0.0002500000118743628,0.17004533112049103,0.46641790866851807,0.4490671455860138
81,0.7735999822616577,0.0002500000118743628,0.17716152966022491,0.7686567306518555,0.16466563940048218
82,0.7864000201225281,0.0001250000059371814,0.1704109013080597,0.7761194109916687,0.1611453890800476
83,0.7824000120162964,0.0001250000059371814,0.16604739427566528,0.7574626803398132,0.15445876121520996
84,0.7807999849319458,0.0001250000059371814,0.16562479734420776,0.7723880410194397,0.15695300698280334
85,0.7775999903678894,0.0001250000059371814,0.16466034948825836,0.7985074520111084,0.1516876220703125
86,0.7856000065803528,0.0001250000059371814,0.1652921438217163,0.7761194109916687,0.15413424372673035
87,0.7847999930381775,0.0001250000059371814,0.16189274191856384,0.75,0.1635597199201584
88,0.7896000146865845,0.0001250000059371814,0.16445988416671753,0.7574626803398132,0.16406193375587463
89,0.7864000201225281,0.0001250000059371814,0.16823986172676086,0.7723880410194397,0.15774869918823242
90,0.7968000173568726,0.0001250000059371814,0.16728433966636658,0.7798507213592529,0.15691928565502167
91,0.800000011920929,0.0001250000059371814,0.16182494163513184,0.7686567306518555,0.15881501138210297
92,0.7975999712944031,0.0001250000059371814,0.16280263662338257,0.7686567306518555,0.1560279279947281
93,0.7975999712944031,0.0001250000059371814,0.15757791697978973,0.7574626803398132,0.15815581381320953
94,0.7847999930381775,0.0001250000059371814,0.1620703786611557,0.7611940503120422,0.15445274114608765
95,0.7839999794960022,0.0001250000059371814,0.15905927121639252,0.7947761416435242,0.15075834095478058
96,0.7871999740600586,0.0001250000059371814,0.1637628972530365,0.7873134613037109,0.15100839734077454
97,0.7928000092506409,0.0001250000059371814,0.1602834016084671,0.753731369972229,0.1570403128862381
98,0.795199990272522,0.0001250000059371814,0.1576210856437683,0.7276119589805603,0.17604805529117584
99,0.7599999904632568,0.0001250000059371814,0.1627843827009201,0.7723880410194397,0.15348421037197113
100,0.7639999985694885,0.0001250000059371814,0.16953134536743164,0.6977611780166626,0.1733430176973343
101,0.7760000228881836,0.0001250000059371814,0.16606809198856354,0.7835820913314819,0.1515665203332901
102,0.8008000254631042,0.0001250000059371814,0.1508033126592636,0.7761194109916687,0.14796631038188934
103,0.7991999983787537,0.0001250000059371814,0.15994404256343842,0.7574626803398132,0.1515806019306183
104,0.7960000038146973,0.0001250000059371814,0.15978482365608215,0.7425373196601868,0.1706649512052536
105,0.77920001745224,0.0001250000059371814,0.16092273592948914,0.7126865386962891,0.20355482399463654
106,0.7871999740600586,0.0001250000059371814,0.1631709486246109,0.7723880410194397,0.16469904780387878
107,0.7943999767303467,0.0001250000059371814,0.15851284563541412,0.7574626803398132,0.15350353717803955
108,0.7871999740600586,0.0001250000059371814,0.164109468460083,0.7798507213592529,0.16161096096038818
109,0.7928000092506409,0.0001250000059371814,0.15400497615337372,0.8059701323509216,0.1487710177898407
110,0.7968000173568726,0.0001250000059371814,0.1556805819272995,0.7723880410194397,0.14965589344501495
111,0.8151999711990356,0.0001250000059371814,0.15375171601772308,0.7686567306518555,0.15567424893379211
112,0.8151999711990356,0.0001250000059371814,0.15892966091632843,0.7798507213592529,0.1500004082918167
113,0.8167999982833862,6.25000029685907e-05,0.1470184028148651,0.7947761416435242,0.14696328341960907
114,0.8199999928474426,6.25000029685907e-05,0.1455385833978653,0.7985074520111084,0.14692358672618866
115,0.8360000252723694,6.25000029685907e-05,0.1444883793592453,0.7761194109916687,0.15144261717796326
116,0.828000009059906,6.25000029685907e-05,0.1484224796295166,0.7761194109916687,0.14921465516090393
117,0.8263999819755554,6.25000029685907e-05,0.1478152573108673,0.7761194109916687,0.14867275953292847
118,0.8335999846458435,6.25000029685907e-05,0.14715521037578583,0.7947761416435242,0.14911317825317383
119,0.8248000144958496,6.25000029685907e-05,0.14435486495494843,0.7649253606796265,0.15683181583881378
120,0.8136000037193298,6.25000029685907e-05,0.14890961349010468,0.7910447716712952,0.15061627328395844
121,0.8256000280380249,6.25000029685907e-05,0.1397651731967926,0.7798507213592529,0.16630449891090393
122,0.8216000199317932,6.25000029685907e-05,0.14302952587604523,0.7873134613037109,0.14073504507541656
123,0.8360000252723694,6.25000029685907e-05,0.1427091360092163,0.7761194109916687,0.14644105732440948
124,0.8159999847412109,6.25000029685907e-05,0.14795750379562378,0.7238805890083313,0.17786414921283722
125,0.807200014591217,6.25000029685907e-05,0.14943300187587738,0.7947761416435242,0.14493583142757416
126,0.8223999738693237,6.25000029685907e-05,0.1462416797876358,0.7798507213592529,0.1522579789161682
127,0.8288000226020813,6.25000029685907e-05,0.1398918330669403,0.7761194109916687,0.1581832766532898
128,0.8288000226020813,6.25000029685907e-05,0.14570505917072296,0.7873134613037109,0.14200060069561005
129,0.8176000118255615,6.25000029685907e-05,0.14499090611934662,0.7947761416435242,0.14400766789913177
130,0.8191999793052673,6.25000029685907e-05,0.1436896175146103,0.7985074520111084,0.14622876048088074
131,0.8136000037193298,6.25000029685907e-05,0.1513216644525528,0.7649253606796265,0.17729216814041138
132,0.8208000063896179,6.25000029685907e-05,0.1428614854812622,0.7761194109916687,0.1549687385559082
133,0.8375999927520752,3.125000148429535e-05,0.14281180500984192,0.7723880410194397,0.14822378754615784
134,0.8208000063896179,3.125000148429535e-05,0.13854964077472687,0.753731369972229,0.17007866501808167
135,0.8375999927520752,3.125000148429535e-05,0.1373298466205597,0.7835820913314819,0.1549031287431717
136,0.8327999711036682,3.125000148429535e-05,0.13474702835083008,0.7798507213592529,0.15672820806503296
137,0.8352000117301941,3.125000148429535e-05,0.1381523758172989,0.8059701323509216,0.1529732495546341
138,0.8384000062942505,3.125000148429535e-05,0.1388041377067566,0.7611940503120422,0.1733362227678299
139,0.8352000117301941,3.125000148429535e-05,0.1370849609375,0.7910447716712952,0.1580142080783844
140,0.8399999737739563,3.125000148429535e-05,0.13402919471263885,0.7947761416435242,0.17325691878795624
141,0.8416000008583069,3.125000148429535e-05,0.13940364122390747,0.7873134613037109,0.1694006323814392
142,0.8335999846458435,3.125000148429535e-05,0.13430318236351013,0.7947761416435242,0.16586215794086456
143,0.8511999845504761,1.5625000742147677e-05,0.13066212832927704,0.8022388219833374,0.16926133632659912
144,0.8320000171661377,1.5625000742147677e-05,0.13289375603199005,0.8022388219833374,0.15925376117229462
145,0.8384000062942505,1.5625000742147677e-05,0.13473272323608398,0.8022388219833374,0.16175562143325806
146,0.8407999873161316,1.5625000742147677e-05,0.12827832996845245,0.7985074520111084,0.17067940533161163
147,0.8528000116348267,1.5625000742147677e-05,0.1268852800130844,0.8059701323509216,0.17314863204956055
148,0.8615999817848206,1.5625000742147677e-05,0.1246320828795433,0.8059701323509216,0.17622776329517365
149,0.8407999873161316,1.5625000742147677e-05,0.12352486699819565,0.8059701323509216,0.19023454189300537
