epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5326530337333679,2.097121238708496,0.001,0.6147540807723999,0.7237537503242493
1,0.6489796042442322,1.4147025346755981,0.001,0.5901639461517334,0.7088279128074646
2,0.6520408391952515,1.3862640857696533,0.001,0.5245901346206665,0.6963468790054321
3,0.6663265228271484,1.326440691947937,0.001,0.5327869057655334,0.7052991390228271
4,0.6775510311126709,1.2573051452636719,0.001,0.6147540807723999,0.6721636652946472
5,0.690816342830658,1.2163794040679932,0.001,0.5901639461517334,0.6300986409187317
6,0.6989796161651611,1.219815969467163,0.001,0.5901639461517334,0.6784606575965881
7,0.7234693765640259,1.105703592300415,0.001,0.6475409865379333,0.6126114726066589
8,0.7122448682785034,1.1194195747375488,0.001,0.6639344096183777,0.6022118926048279
9,0.7071428298950195,1.1100122928619385,0.001,0.6147540807723999,0.6929250359535217
10,0.7214285731315613,1.0723861455917358,0.001,0.6229507923126221,0.7364478707313538
11,0.7255101799964905,1.0285412073135376,0.001,0.6475409865379333,0.6528197526931763
12,0.731632649898529,1.0339596271514893,0.001,0.6557376980781555,0.6736600995063782
13,0.7520408034324646,1.0135231018066406,0.001,0.631147563457489,0.6552990674972534
14,0.7367346882820129,0.9866200089454651,0.001,0.6065573692321777,0.9532554149627686
